group_parameter_set_ID,synthetic_par_ID,beta0,beta1,beta2,drift
5,16,40.620883068365636,0.8892717671945305,3.891142095408406,0.264875360983221
5,17,22.447280241977268,0.3595058875995818,2.727472716365821,0.21092820093206505
5,18,17.813985489140244,0.1808558806018863,3.5033998910859006,0.3838238790688566
5,19,12.741415644231688,0.260585521708518,4.003739322480895,0.34656831015986944
5,20,19.497270970375887,0.49461149926443315,4.621020406332706,0.1551183812814189
6,0,0.5486464690145538,2.5492419803770163,3.1496226275909085,1.235067512457803
6,1,0.4484536178411576,2.704171767527748,1.0649128965893657,0.2844929216654055
6,2,0.7360885393990572,2.1129228584417006,0.3880356388492455,0.1815707098473642
6,3,0.42835187137039193,7.233299872264362,0.9762390490732179,0.5602443966362607
6,4,0.5009590105772995,3.1003781544813642,1.2631445854919496,6.920853492692555
6,5,0.8267630935377707,2.619415073617648,3.03006749244985,1.007120390395411
6,6,0.49574747090026144,1.267695732437903,1.4022174662641171,0.08193473814870997
6,7,0.30945761700239816,1.2461102507129755,7.580663247807303,3.50884846690426
6,8,0.30461143054713324,6.033049087106316,0.5654115477548171,0.5539489122895975
6,9,0.3019120917472248,10.406229083904073,8.732787220158436,0.24850699437373827
6,10,0.5096913929919906,3.4800772685810997,1.435457391612172,1.1444611398086708
6,11,0.6199469837502951,1.0704896770324468,0.932590657786206,0.2629160556687151
6,12,0.7783752354056828,4.916428211498672,2.3519141186795935,1.696546566575858
6,13,0.8457003563510144,3.348271223123661,1.813112411829027,0.657709389761115
6,14,0.4691705935351822,3.7605572082429535,4.6787730624634625,0.030960693247139546
6,15,0.4448420280857114,2.1631689740011173,0.13087086017259678,0.823713398556472
6,16,0.36785441567308197,19.423589521190735,5.464249378896563,0.15397619318774095
6,17,0.44253033649619866,1.1476762742172646,1.8168267509451481,0.36103042240506045
6,18,0.6711354148712613,0.7348980557841907,1.103816538433625,0.9395080335572488
6,19,0.3386671832421945,1.7366549187138183,1.199726199124189,0.13834059931141163
6,20,0.5872361221892858,1.0703178904411128,0.9059226849970741,0.6511714746517634
7,0,2.129640963538569,0.030566065749198592,0.4173731407505391,0.9020008956576286
7,1,1.6484081804723971,0.31662328192886785,0.28964209618650144,1.4013191368375733
7,2,2.343345605284114,0.5106271019301123,0.17178517876932564,0.6293345938255759
7,3,2.2777763805299522,0.3117771756938467,0.35357896430865987,0.8919160286338487
7,4,3.0315162724235876,0.5109897155861962,0.5209855190675307,1.5036049302843693
7,5,1.5131170795809967,0.2598334386161622,0.17010945353763035,4.200010233875125
7,6,3.058326844102363,1.3144334217981841,0.19587881827747453,0.9625512183086982
7,7,2.340835094778988,0.1929856932820556,0.22200224752008837,4.723572674584715
7,8,2.092035591440274,0.15724824232775306,0.4117462626857436,0.595594226285786
7,9,3.1080889945275945,1.115666420381199,0.22409934964465908,0.5332361316703818
7,10,0.9406420483519127,0.4168907490509046,0.3434881702182865,0.9665463829619321
7,11,3.2412586657950313,0.09714260762149958,0.12791866462074045,0.19947107546204726
7,12,2.083387973237926,0.9002054357057082,0.14011755341647492,3.3092123370002713
7,13,1.669783889552296,0.8459398070698699,0.27804557247151557,4.385682811329707
7,14,2.217129448422356,0.4872986907146713,0.6864695525452684,0.34668043978790886
7,15,2.8560234800580107,0.33580504632123925,0.23326300878443976,1.4449351488963558
7,16,1.614558577835977,1.1434775971065436,0.37338382462907543,0.14146481302535252
7,17,3.8567016639580833,1.107331989209018,0.08044834530071193,0.8578346316714144
7,18,2.272280602521165,0.6896081717744241,0.11783357518548464,4.476907298818493
7,19,3.6757579033500285,0.5201828500944562,0.7246561957519119,19.36684087561158
7,20,2.5508353184049484,0.206154664795459,0.19134169181218696,1.5200190602202246
8,0,0.9578549655370269,19.38042813301558,4.925804693972804,1.9574038861768013
8,1,0.04238972456709812,16.30907750323714,4.479881180171227,2.734122014648795
8,2,1.1468495417309181,19.969331301434654,4.990583858604227,2.6799330321013604
8,3,18.21981812185966,14.534968885421415,4.602332081578473,1.0790796274960235
8,4,0.22829773469257342,19.581888311953346,4.740652661154881,2.3280124991526447
8,5,0.0010524273698700303,17.329081223649577,4.184672210378007,1.1437841754755516
8,6,0.3507620323418424,22.463108554145336,4.192965808475028,1.7618796161345076
8,7,0.060302017769870826,15.028506005699157,3.5484590387742787,1.9370404818757045
8,8,0.5534495010046038,17.249711414812307,3.5819570168168764,3.1344606216631554
8,9,0.08598335435428263,16.20554312805091,3.8064136665563413,1.5309509342227823
8,10,26.374906227651707,16.59550254248039,4.606798779499989,3.0232108708127514
8,11,4.862858817754182,20.11274034311842,4.05830093412624,1.956318448403227
8,12,2.0194901729710217,16.64495238335557,4.172524894946141,1.28766302009934
8,13,0.19629401909585742,19.320700608317516,4.562460342756908,1.7409564064892078
8,14,0.023560152421459913,16.91417673418663,3.899520260307681,1.5726423172146817
8,15,1.7363285451182826,18.230559334103408,3.790200939715343,2.6364702579069776
8,16,0.07930649734527581,21.24666692931151,4.514897053587634,2.752062667229797
8,17,1.0353006800494893,12.248913151978888,4.482463128803663,1.943887672061772
8,18,8.398196695558187,19.07194872779566,3.6332055166688377,2.8059100034375852
8,19,0.8192365780210183,20.297042151755242,5.312854265593806,1.078878801141692
8,20,7.9367245332170855,17.00356600842882,3.910007415547926,1.1124982616517343
9,0,0.2044771155003719,0.0827018449445741,1.221912262082928,0.03555653830126815
9,1,0.5744357214483841,0.37839413868148597,2.639457970926039,0.08929731764066103
9,2,0.1547754390359615,1.735379534522606,0.26680807076959967,0.09362474635249457
9,3,0.3934181193507618,0.28903099108183616,0.21598881435027653,0.013949291581186511
9,4,0.3780938915059939,5.08061516034399,0.1705131909482468,0.18871149789932784
9,5,0.2946411707691994,32.72705212603612,1.169089086995395,0.012125817304933152
9,6,0.5616441358319001,1.0087475691338417,0.4036523084887917,0.05890081925615033
9,7,0.5137486083380914,0.4616703875264904,2.3235535776236627,0.14367060489170047
9,8,0.34597164514868656,3.6211721924668954,3.5485935473481014,0.07205707335503425
9,9,0.26774677157277366,5.208561713861655,0.5709783437198366,0.4972099881241726
9,10,0.09816963728390954,27.81178023538094,0.2935424228898762,0.06261597376720358
9,11,0.42729642122292627,0.16483089070123152,0.5230683589791137,0.13499802532418884
9,12,0.2710924701558206,2.396246514315824,0.07599335972910892,0.1706223540933744
9,13,0.35908552168086993,0.3091353104941183,0.14170396747683953,0.027964945328851982
9,14,0.5679833868807634,0.35096111373024175,0.1906097139380514,0.14976234550299974
9,15,0.15590289021976983,18.3540957827301,0.07373713634730311,0.18199640606343487
9,16,0.41220337015327374,0.2686730074142379,0.7270155087669667,0.05338599383975858
9,17,0.214898548982401,1.5299726104893827,0.6334740315326759,0.015863631660677276
9,18,0.25026679548500474,14.703868515973475,0.19052047762876947,0.29319093366020604
9,19,0.41674278388465746,4.286296082731521,0.09188907340961397,0.18422664654260063
9,20,0.2699437820805323,7.053418741745799,4.961178126712031,0.06619473175949336
