ParticipantID,CompletionTimeConsentForm,CompletionTimeIntroduction,CompletionTimeInstruction1,CompletionTimeInstruction2,CompletionTimeInstruction3,CompletionTimeInstruction4,CompletionTimeInstruction5,CompletionTimeInstruction6,CompletionTimeInstructionsCompleted,CompletionTimeTimingInstructions,CompletionTimeAllInstructions,CompletionTimeComprehensionCheck1,CompletionTimeComprehensionCheck2,CompletionTimeComprehensionCheck3,CompletionTimeComprehensionCheck4,AttemptsLeftComprehensionCheck1,AttemptsLeftComprehensionCheck2,AttemptsLeftComprehensionCheck3,AttemptsLeftComprehensionCheck4,VisitsConsentForm,VisitsInstruction1,VisitsInstruction2,VisitsInstruction3,VisitsInstruction4,VisitsInstruction5,VisitsInstruction6
11,7.50639999961853,5.83839999961853,38.809800000190734,38.5347999997139,19.04090000009537,73.38609999990463,17.75110000038147,9.540900000095368,5.40439999961853,17.057099999904633,476.32530000019074,15.998900000095368,11.545700000286102,8.743400000095367,23.377400000095367,3,3,3,2,1,1,1,1,1,1,1
12,63.26369999998808,13.67740000000596,35.63559999999404,36.99280000001192,28.11140000000596,52.88519999998808,19.4805,5.21540000000596,2.907,17.513,593.5592999999822,38.89460000002384,15.55409999999404,13.61740000000596,21.96359999999404,3,3,3,1,1,1,1,1,1,1,1
13,32.54120000076294,10.27310000038147,23.33059999847412,15.808699998855593,24.26660000038147,40.8545,15.67479999923706,5.38760000038147,1.9397999992370605,14.89229999923706,545.7448999996185,43.80279999923706,27.88259999847412,19.85740000152588,30.27370000076294,3,2,2,3,1,1,1,1,1,1,1
14,12.118400000035765,18.638,89.66860000002384,12.82339999997616,4.261599999964237,36.38640000003576,42.76240000003576,6.236399999976158,3.422300000011921,9.84030000001192,673.5386999999881,64.36119999998807,82.05380000001192,41.72140000003576,34.981799999952315,3,1,2,2,1,1,1,1,1,1,1
15,118.5275,11.01390000000596,41.93029999999702,21.28670000000298,13.87360000000894,60.2185,21.40910000000894,6.88709999999404,5.017300000011921,14.11309999999404,625.271599999994,32.27529999999702,14.22979999999702,9.18010000000894,43.11479999999702,3,3,3,1,1,1,1,1,1,1,1
16,77.79679999999982,11.41019999999972,53.6,26.99129999999981,22.401399999999903,52.24179999999981,12.750799999999812,9.143799999999814,9.031,36.46080000000028,660.8608999999999,34.01409999999963,12.042799999999811,7.404799999999813,15.852600000000091,3,3,3,2,1,1,1,2,1,1,1
17,24.45140000152588,5.229099998474121,72.25470000076294,21.217,42.99969999885559,83.82319999885559,22.19230000114441,12.23370000076294,3.4506000003814696,25.03110000038147,710.2298999996185,31.11510000038147,42.22689999961853,10.47020000076294,102.29390000152588,3,2,3,3,1,1,1,1,1,1,1
18,452.7325,23.61159999999404,47.95819999998808,33.60540000000596,50.2625,91.15540000000595,16.68609999999404,10.816600000023842,19.46609999999404,73.55619999998808,1199.848199999988,21.02160000002384,11.9425,11.219300000011922,41.57659999999404,3,3,3,3,1,1,1,1,1,1,1
19,164.92489999997616,21.6955,109.18919999992848,44.04589999997616,25.918800000071524,97.40029999995232,53.84920000004768,8.600399999976158,14.683,44.653,1232.8337000000477,62.65860000002384,31.331099999904637,29.3,86.45829999995232,3,3,3,2,1,1,1,1,1,1,1
20,78.5715,22.63390000009537,23.374,3.7595,5.925599999904633,47.4797000002861,15.750200000286103,1.8775999999046329,1.2482999997138975,19.7655,459.5308000001907,12.818,11.923100000381469,16.354900000095366,28.487700000286104,3,3,3,1,1,1,1,1,1,1,1
21,80.10410000000009,13.510200000000186,54.44719999999995,33.15439999999991,23.008299999999814,71.12969999999996,17.681799999999814,6.2235,15.31369999999972,11.312100000000092,694.1157,33.66780000000005,20.8545,18.92339999999991,26.50080000000028,3,3,3,1,1,1,1,1,1,1,1
22,4.23469999999553,78.74789999999851,331.5073999999985,27.62729999999702,22.701,66.2285,14.59989999999851,305.37619999999555,10.69640000000596,11.0365,1417.563799999997,38.238,27.648300000004472,14.35030000000447,25.54579999999702,3,3,3,3,1,1,1,1,1,1,1
23,16.546799999952317,12.325599999904632,84.39809999990463,30.358199999928477,22.757,52.053,19.343599999904637,12.362200000047684,13.328800000071526,31.503900000095367,619.7403999999761,49.59429999995232,26.47539999997616,12.773,22.405100000023843,3,3,3,3,1,1,1,1,1,1,1
